user_id,question_id,answer
u150,Q9,1
u150,Q10,-1
u151,Q1,-1
u151,Q2,1
u151,Q3,0
u151,Q4,0
u151,Q5,-1
u151,Q6,1
u151,Q7,-1
u151,Q8,1
u151,Q9,0
u151,Q10,1
u152,Q1,1
u152,Q2,0
u152,Q3,0
u152,Q4,0
u152,Q5,-1
u152,Q6,-1
u152,Q7,1
u152,Q8,1
u152,Q9,-1
u152,Q10,1
u153,Q1,0
u153,Q2,1
u153,Q3,0
u153,Q4,-1
u153,Q5,0
u153,Q6,0
u153,Q7,1
u153,Q8,1
u153,Q9,1
u153,Q10,-1
u154,Q1,1
u154,Q2,1
u154,Q3,-1
u154,Q4,0
u154,Q5,0
u154,Q6,-1
u154,Q7,-1
u154,Q8,1
u154,Q9,1
u154,Q10,1
u155,Q1,0
u155,Q2,-1
u155,Q3,1
u155,Q4,-1
u155,Q5,1
u155,Q6,-1
u155,Q7,0
u155,Q8,1
u155,Q9,-1
u155,Q10,1
u156,Q1,-1
u156,Q2,-1
u156,Q3,1
u156,Q4,-1
u156,Q5,0
u156,Q6,-1
u156,Q7,0
u156,Q8,1
u156,Q9,0
u156,Q10,0
u157,Q1,0
u157,Q2,-1
u157,Q3,-1
u157,Q4,0
u157,Q5,1
u157,Q6,1
u157,Q7,-1
u157,Q8,1
u157,Q9,1
u157,Q10,0
u158,Q1,1
u158,Q2,0
u158,Q3,-1
u158,Q4,1
u158,Q5,1
u158,Q6,0
u158,Q7,-1
u158,Q8,0
u158,Q9,1
u158,Q10,1
u159,Q1,0
u159,Q2,0
u159,Q3,-1
u159,Q4,-1
u159,Q5,0
u159,Q6,1
u159,Q7,1
u159,Q8,0
u159,Q9,-1
u159,Q10,1
u160,Q1,0
u160,Q2,1
u160,Q3,-1
u160,Q4,0
u160,Q5,-1
u160,Q6,0
u160,Q7,1
u160,Q8,0
u160,Q9,1
u160,Q10,-1
u161,Q1,-1
u161,Q2,1
u161,Q3,0
u161,Q4,1
u161,Q5,-1
u161,Q6,0
u161,Q7,0
u161,Q8,-1
u161,Q9,0
u161,Q10,1
u162,Q1,1
u162,Q2,0
u162,Q3,-1
u162,Q4,0
u162,Q5,1
u162,Q6,0
u162,Q7,1
u162,Q8,1
u162,Q9,0
u162,Q10,-1
u163,Q1,-1
u163,Q2,-1
u163,Q3,0
u163,Q4,-1
u163,Q5,0
u163,Q6,-1
u163,Q7,1
u163,Q8,0
u163,Q9,-1
u163,Q10,0
u164,Q1,-1
u164,Q2,0
u164,Q3,-1
u164,Q4,1
u164,Q5,-1
u164,Q6,0
u164,Q7,1
u164,Q8,1
u164,Q9,-1
u164,Q10,0
u165,Q1,0
u165,Q2,0
u165,Q3,1
u165,Q4,0
u165,Q5,0
u165,Q6,-1
u165,Q7,-1
u165,Q8,1
u165,Q9,1
u165,Q10,0
u166,Q1,-1
u166,Q2,0
u166,Q3,-1
u166,Q4,-1
u166,Q5,0
u166,Q6,1
u166,Q7,0
u166,Q8,1
u166,Q9,0
u166,Q10,-1
u167,Q1,1
u167,Q2,-1
u167,Q3,0
u167,Q4,1
u167,Q5,1
u167,Q6,-1
u167,Q7,-1
u167,Q8,1
u167,Q9,0
u167,Q10,0
u168,Q1,-1
u168,Q2,0
u168,Q3,1
u168,Q4,1
u168,Q5,1
u168,Q6,0
u168,Q7,0
u168,Q8,-1
u168,Q9,-1
u168,Q10,0
u169,Q1,-1
u169,Q2,-1
u169,Q3,0
u169,Q4,1
u169,Q5,-1
u169,Q6,-1
u169,Q7,0
u169,Q8,1
u169,Q9,1
u169,Q10,-1
u170,Q1,-1
u170,Q2,-1
u170,Q3,-1
u170,Q4,1
u170,Q5,1
u170,Q6,-1
u170,Q7,1
u170,Q8,-1
u170,Q9,0
u170,Q10,-1
u171,Q1,0
u171,Q2,0
u171,Q3,1
u171,Q4,1
u171,Q5,1
u171,Q6,-1
u171,Q7,1
u171,Q8,0
u171,Q9,1
u171,Q10,-1
u172,Q1,0
u172,Q2,-1
u172,Q3,-1
u172,Q4,-1
u172,Q5,-1
u172,Q6,1
u172,Q7,0
u172,Q8,-1
u172,Q9,0
u172,Q10,1
u173,Q1,1
u173,Q2,1
u173,Q3,1
u173,Q4,-1
u173,Q5,1
u173,Q6,1
u173,Q7,0
u173,Q8,1
u173,Q9,0
u173,Q10,-1
u174,Q1,1
u174,Q2,0
u174,Q3,0
u174,Q4,-1
u174,Q5,1
u174,Q6,0
u174,Q7,1
u174,Q8,0
u174,Q9,0
u174,Q10,1
u175,Q1,-1
u175,Q2,1
u175,Q3,-1
u175,Q4,1
u175,Q5,0
u175,Q6,1
u175,Q7,-1
u175,Q8,-1
u175,Q9,0
u175,Q10,-1
u176,Q1,1
u176,Q2,1
u176,Q3,-1
u176,Q4,0
u176,Q5,0
u176,Q6,1
u176,Q7,1
u176,Q8,1
u176,Q9,0
u176,Q10,1
u177,Q1,0
u177,Q2,1
u177,Q3,-1
u177,Q4,1
u177,Q5,0
u177,Q6,0
u177,Q7,-1
u177,Q8,0
u177,Q9,-1
u177,Q10,-1
u178,Q1,0
u178,Q2,1
u178,Q3,-1
u178,Q4,0
u178,Q5,1
u178,Q6,-1
u178,Q7,1
u178,Q8,-1
u178,Q9,0
u178,Q10,1
u179,Q1,0
u179,Q2,1
u179,Q3,-1
u179,Q4,0
u179,Q5,-1
u179,Q6,0
u179,Q7,-1
u179,Q8,1
u179,Q9,0
u179,Q10,-1
u180,Q1,-1
u180,Q2,1
u180,Q3,-1
u180,Q4,1
u180,Q5,1
u180,Q6,0
u180,Q7,0
u180,Q8,1
u180,Q9,1
u180,Q10,1
u181,Q1,-1
u181,Q2,-1
u181,Q3,1
u181,Q4,1
u181,Q5,1
u181,Q6,1
u181,Q7,1
u181,Q8,0
u181,Q9,0
u181,Q10,-1
u182,Q1,1
u182,Q2,-1
u182,Q3,1
u182,Q4,-1
u182,Q5,-1
u182,Q6,1
u182,Q7,-1
u182,Q8,-1
u182,Q9,1
u182,Q10,1
u183,Q1,-1
u183,Q2,0
u183,Q3,0
u183,Q4,1
u183,Q5,0
u183,Q6,1
u183,Q7,1
u183,Q8,-1
u183,Q9,-1
u183,Q10,1
u184,Q1,0
u184,Q2,1
u184,Q3,1
u184,Q4,1
u184,Q5,0
u184,Q6,-1
u184,Q7,1
u184,Q8,0
u184,Q9,-1
u184,Q10,1
u185,Q1,0
u185,Q2,0
u185,Q3,-1
u185,Q4,0
u185,Q5,1
u185,Q6,0
u185,Q7,1
u185,Q8,0
u185,Q9,1
u185,Q10,-1
u186,Q1,-1
u186,Q2,-1
u186,Q3,0
u186,Q4,0
u186,Q5,1
u186,Q6,1
u186,Q7,1
u186,Q8,1
u186,Q9,1
u186,Q10,0
u187,Q1,0
u187,Q2,0
u187,Q3,1
u187,Q4,1
u187,Q5,-1
u187,Q6,-1
u187,Q7,1
u187,Q8,0
u187,Q9,1
u187,Q10,1
u188,Q1,0
u188,Q2,1
u188,Q3,0
u188,Q4,1
u188,Q5,1
u188,Q6,1
u188,Q7,0
u188,Q8,0
u188,Q9,-1
u188,Q10,1
u189,Q1,0
u189,Q2,-1
u189,Q3,1
u189,Q4,1
u189,Q5,-1
u189,Q6,1
u189,Q7,1
u189,Q8,0
u189,Q9,0
u189,Q10,0
u190,Q1,-1
u190,Q2,-1
u190,Q3,-1
u190,Q4,-1
u190,Q5,-1
u190,Q6,1
u190,Q7,0
u190,Q8,0
u190,Q9,0
u190,Q10,0
u191,Q1,0
u191,Q2,0
u191,Q3,-1
u191,Q4,-1
u191,Q5,-1
u191,Q6,1
u191,Q7,-1
u191,Q8,1
u191,Q9,1
u191,Q10,1
u192,Q1,0
u192,Q2,1
u192,Q3,1
u192,Q4,0
u192,Q5,0
u192,Q6,0
u192,Q7,-1
u192,Q8,-1
u192,Q9,1
u192,Q10,1
u193,Q1,1
u193,Q2,-1
u193,Q3,-1
u193,Q4,1
u193,Q5,-1
u193,Q6,0
u193,Q7,1
u193,Q8,1
u193,Q9,1
u193,Q10,-1
u194,Q1,-1
u194,Q2,0
u194,Q3,0
u194,Q4,0
u194,Q5,0
u194,Q6,-1
u194,Q7,-1
u194,Q8,0
u194,Q9,-1
u194,Q10,-1
u195,Q1,0
u195,Q2,-1
u195,Q3,0
u195,Q4,0
u195,Q5,0
u195,Q6,0
u195,Q7,-1
u195,Q8,1
u195,Q9,-1
u195,Q10,-1
u196,Q1,1
u196,Q2,-1
u196,Q3,1
u196,Q4,1
u196,Q5,0
u196,Q6,0
u196,Q7,1
u196,Q8,0
u196,Q9,-1
u196,Q10,-1
u197,Q1,1
u197,Q2,0
u197,Q3,1
u197,Q4,0
u197,Q5,0
u197,Q6,-1
u197,Q7,0
u197,Q8,1
u197,Q9,0
u197,Q10,1
u198,Q1,1
u198,Q2,0
u198,Q3,1
u198,Q4,0
u198,Q5,1
u198,Q6,1
u198,Q7,1
u198,Q8,0
u198,Q9,0
u198,Q10,1
u199,Q1,-1
u199,Q2,-1
u199,Q3,0
u199,Q4,1
u199,Q5,-1
u199,Q6,-1
u199,Q7,-1
u199,Q8,-1
u199,Q9,0
u199,Q10,-1
u200,Q1,-1
u200,Q2,1
u200,Q3,0
u200,Q4,1
u200,Q5,1
u200,Q6,1
u200,Q7,-1
u200,Q8,0
u200,Q9,1
u200,Q10,-1
u201,Q1,1
u201,Q2,1
u201,Q3,1
u201,Q4,-1
u201,Q5,-1
u201,Q6,0
u201,Q7,1
u201,Q8,1
u201,Q9,0
u201,Q10,0
u202,Q1,0
u202,Q2,0
u202,Q3,0
u202,Q4,0
u202,Q5,-1
u202,Q6,1
u202,Q7,1
u202,Q8,0
u202,Q9,-1
u202,Q10,0
u203,Q1,0
u203,Q2,1
u203,Q3,1
u203,Q4,1
u203,Q5,-1
u203,Q6,0
u203,Q7,1
u203,Q8,1
u203,Q9,0
u203,Q10,1
u204,Q1,0
u204,Q2,0
u204,Q3,0
u204,Q4,-1
u204,Q5,0
u204,Q6,0
u204,Q7,-1
u204,Q8,1
u204,Q9,0
u204,Q10,1
u205,Q1,0
u205,Q2,1
u205,Q3,0
u205,Q4,-1
u205,Q5,0
u205,Q6,-1
u205,Q7,1
u205,Q8,0
u205,Q9,1
u205,Q10,0
u206,Q1,1
u206,Q2,-1
u206,Q3,1
u206,Q4,0
u206,Q5,0
u206,Q6,-1
u206,Q7,0
u206,Q8,1
u206,Q9,-1
u206,Q10,-1
u207,Q1,-1
u207,Q2,1
u207,Q3,1
u207,Q4,1
u207,Q5,0
u207,Q6,1
u207,Q7,-1
u207,Q8,-1
u207,Q9,-1
u207,Q10,-1
u208,Q1,1
u208,Q2,-1
u208,Q3,1
u208,Q4,0
u208,Q5,0
u208,Q6,1
u208,Q7,1
u208,Q8,0
u208,Q9,1
u208,Q10,-1
u209,Q1,0
u209,Q2,0
u209,Q3,-1
u209,Q4,-1
u209,Q5,0
u209,Q6,-1
u209,Q7,-1
u209,Q8,1
u209,Q9,1
u209,Q10,-1
u210,Q1,0
u210,Q2,-1
u210,Q3,1
u210,Q4,0
u210,Q5,1
u210,Q6,0
u210,Q7,-1
u210,Q8,1
u210,Q9,1
u210,Q10,-1
u211,Q1,0
u211,Q2,-1
u211,Q3,-1
u211,Q4,1
u211,Q5,-1
u211,Q6,1
u211,Q7,-1
u211,Q8,0
u211,Q9,-1
u211,Q10,-1
u212,Q1,1
u212,Q2,0
u212,Q3,0
u212,Q4,1
u212,Q5,0
u212,Q6,-1
u212,Q7,0
u212,Q8,1
u212,Q9,1
u212,Q10,0
u213,Q1,0
u213,Q2,-1
u213,Q3,-1
u213,Q4,-1
u213,Q5,-1
u213,Q6,1
u213,Q7,1
u213,Q8,-1
u213,Q9,1
u213,Q10,0
u214,Q1,1
u214,Q2,1
u214,Q3,-1
u214,Q4,0
u214,Q5,1
u214,Q6,-1
u214,Q7,-1
u214,Q8,0
u214,Q9,0
u214,Q10,-1
u215,Q1,0
u215,Q2,1
u215,Q3,0
u215,Q4,1
u215,Q5,1
u215,Q6,-1
u215,Q7,1
u215,Q8,-1
u215,Q9,-1
u215,Q10,1
u216,Q1,0
u216,Q2,0
u216,Q3,1
u216,Q4,0
u216,Q5,1
u216,Q6,1
u216,Q7,0
u216,Q8,0
u216,Q9,-1
u216,Q10,-1
u217,Q1,-1
u217,Q2,1
u217,Q3,0
u217,Q4,-1
u217,Q5,1
u217,Q6,1
u217,Q7,1
u217,Q8,-1
u217,Q9,-1
u217,Q10,-1
u218,Q1,0
u218,Q2,0
u218,Q3,-1
u218,Q4,-1
u218,Q5,0
u218,Q6,1
u218,Q7,0
u218,Q8,1
u218,Q9,1
u218,Q10,0
u219,Q1,-1
u219,Q2,1
u219,Q3,1
u219,Q4,-1
u219,Q5,1
u219,Q6,1
u219,Q7,0
u219,Q8,1
u219,Q9,-1
u219,Q10,-1
u220,Q1,-1
u220,Q2,-1
u220,Q3,-1
u220,Q4,1
u220,Q5,0
u220,Q6,-1
u220,Q7,0
u220,Q8,-1
u220,Q9,1
u220,Q10,-1
u221,Q1,0
u221,Q2,-1
u221,Q3,1
u221,Q4,0
u221,Q5,0
u221,Q6,0
u221,Q7,-1
u221,Q8,1
u221,Q9,-1
u221,Q10,1
u222,Q1,0
u222,Q2,-1
u222,Q3,-1
u222,Q4,0
u222,Q5,0
u222,Q6,-1
u222,Q7,0
u222,Q8,1
u222,Q9,-1
u222,Q10,0
u223,Q1,0
u223,Q2,1
u223,Q3,1
u223,Q4,0
u223,Q5,1
u223,Q6,-1
u223,Q7,0
u223,Q8,1
u223,Q9,1
u223,Q10,0
u224,Q1,1
u224,Q2,0
u224,Q3,-1
u224,Q4,1
u224,Q5,-1
u224,Q6,-1
u224,Q7,0
u224,Q8,1
u224,Q9,-1
u224,Q10,-1
u225,Q1,1
u225,Q2,-1
u225,Q3,0
u225,Q4,-1
u225,Q5,-1
u225,Q6,0
u225,Q7,0
u225,Q8,1
u225,Q9,0
u225,Q10,-1
u226,Q1,0
u226,Q2,-1
u226,Q3,0
u226,Q4,-1
u226,Q5,1
u226,Q6,1
u226,Q7,0
u226,Q8,1
u226,Q9,-1
u226,Q10,1
u227,Q1,0
u227,Q2,0
u227,Q3,1
u227,Q4,1
u227,Q5,1
u227,Q6,0
u227,Q7,-1
u227,Q8,-1
u227,Q9,0
u227,Q10,0
u228,Q1,-1
u228,Q2,0
u228,Q3,1
u228,Q4,-1
u228,Q5,-1
u228,Q6,1
u228,Q7,1
u228,Q8,0
u228,Q9,0
u228,Q10,0
u229,Q1,-1
u229,Q2,-1
u229,Q3,0
u229,Q4,0
u229,Q5,0
u229,Q6,0
u229,Q7,0
u229,Q8,0
u229,Q9,-1
u229,Q10,1
u230,Q1,0
u230,Q2,-1
u230,Q3,-1
u230,Q4,0
u230,Q5,0
u230,Q6,-1
u230,Q7,1
u230,Q8,0
u230,Q9,0
u230,Q10,-1
u231,Q1,0
u231,Q2,-1
u231,Q3,1
u231,Q4,-1
u231,Q5,-1
u231,Q6,0
u231,Q7,-1
u231,Q8,-1
u231,Q9,1
u231,Q10,-1
u232,Q1,-1
u232,Q2,1
u232,Q3,-1
u232,Q4,0
u232,Q5,-1
u232,Q6,-1
u232,Q7,1
u232,Q8,0
u232,Q9,0
u232,Q10,0
u233,Q1,-1
u233,Q2,0
u233,Q3,1
u233,Q4,1
u233,Q5,0
u233,Q6,1
u233,Q7,1
u233,Q8,-1
u233,Q9,1
u233,Q10,0
u234,Q1,1
u234,Q2,1
u234,Q3,0
u234,Q4,1
u234,Q5,1
u234,Q6,-1
u234,Q7,0
u234,Q8,1
u234,Q9,0
u234,Q10,0
u235,Q1,0
u235,Q2,-1
u235,Q3,1
u235,Q4,-1
u235,Q5,-1
u235,Q6,0
u235,Q7,-1
u235,Q8,1
u235,Q9,-1
u235,Q10,-1
u236,Q1,1
u236,Q2,0
u236,Q3,1
u236,Q4,1
u236,Q5,-1
u236,Q6,-1
u236,Q7,0
u236,Q8,1
u236,Q9,0
u236,Q10,0
u237,Q1,1
u237,Q2,1
u237,Q3,1
u237,Q4,0
u237,Q5,-1
u237,Q6,1
u237,Q7,-1
u237,Q8,0
u237,Q9,0
u237,Q10,1
u238,Q1,0
u238,Q2,-1
u238,Q3,-1
u238,Q4,1
u238,Q5,-1
u238,Q6,1
u238,Q7,-1
u238,Q8,-1
u238,Q9,0
u238,Q10,0
u239,Q1,0
u239,Q2,0
u239,Q3,-1
u239,Q4,1
u239,Q5,1
u239,Q6,-1
u239,Q7,-1
u239,Q8,1
u239,Q9,0
u239,Q10,-1
u240,Q1,0
u240,Q2,0
u240,Q3,0
u240,Q4,0
u240,Q5,1
u240,Q6,-1
u240,Q7,1
u240,Q8,1
u240,Q9,-1
u240,Q10,0
u241,Q1,0
u241,Q2,1
u241,Q3,-1
u241,Q4,1
u241,Q5,1
u241,Q6,-1
u241,Q7,1
u241,Q8,-1
u241,Q9,0
u241,Q10,0
u242,Q1,1
u242,Q2,0
u242,Q3,1
u242,Q4,1
u242,Q5,0
u242,Q6,-1
u242,Q7,-1
u242,Q8,0
u242,Q9,1
u242,Q10,0
u243,Q1,1
u243,Q2,-1
u243,Q3,1
u243,Q4,1
u243,Q5,-1
u243,Q6,0
u243,Q7,1
u243,Q8,-1
u243,Q9,-1
u243,Q10,1
u244,Q1,1
u244,Q2,0
u244,Q3,1
u244,Q4,0
u244,Q5,1
u244,Q6,1
u244,Q7,1
u244,Q8,1
u244,Q9,0
u244,Q10,-1
u245,Q1,0
u245,Q2,-1
u245,Q3,1
u245,Q4,-1
u245,Q5,1
u245,Q6,1
u245,Q7,0
u245,Q8,0
u245,Q9,-1
u245,Q10,1
u246,Q1,0
u246,Q2,0
u246,Q3,1
u246,Q4,1
u246,Q5,1
u246,Q6,0
u246,Q7,-1
u246,Q8,1
u246,Q9,-1
u246,Q10,0
u247,Q1,0
u247,Q2,1
u247,Q3,0
u247,Q4,0
u247,Q5,-1
u247,Q6,-1
u247,Q7,1
u247,Q8,-1
u247,Q9,0
u247,Q10,1
u248,Q1,-1
u248,Q2,0
u248,Q3,-1
u248,Q4,1
u248,Q5,1
u248,Q6,-1
u248,Q7,-1
u248,Q8,1
u248,Q9,0
u248,Q10,0
u249,Q1,0
u249,Q2,0
u249,Q3,-1
u249,Q4,1
u249,Q5,0
u249,Q6,0
u249,Q7,-1
u249,Q8,-1
u249,Q9,0
u249,Q10,-1
u250,Q1,0
u250,Q2,-1
u250,Q3,1
u250,Q4,0
u250,Q5,-1
u250,Q6,0
u250,Q7,0
u250,Q8,0
u250,Q9,0
u250,Q10,-1
u251,Q1,1
u251,Q2,1
u251,Q3,-1
u251,Q4,-1
u251,Q5,-1
u251,Q6,1
u251,Q7,-1
u251,Q8,-1
u251,Q9,-1
u251,Q10,0
u252,Q1,1
u252,Q2,0
u252,Q3,0
u252,Q4,-1
u252,Q5,1
u252,Q6,1
u252,Q7,-1
u252,Q8,0
u252,Q9,0
u252,Q10,-1
u253,Q1,0
u253,Q2,1
u253,Q3,1
u253,Q4,-1
u253,Q5,-1
u253,Q6,-1
u253,Q7,1
u253,Q8,0
u253,Q9,0
u253,Q10,1
u254,Q1,-1
u254,Q2,1
u254,Q3,0
u254,Q4,1
u254,Q5,-1
u254,Q6,1
u254,Q7,0
u254,Q8,-1
u254,Q9,0
u254,Q10,0
u255,Q1,-1
u255,Q2,0
u255,Q3,1
u255,Q4,1
u255,Q5,-1
u255,Q6,1
u255,Q7,1
u255,Q8,0
u255,Q9,1
u255,Q10,0
u256,Q1,1
u256,Q2,-1
u256,Q3,0
u256,Q4,0
u256,Q5,1
u256,Q6,1
u256,Q7,-1
u256,Q8,-1
u256,Q9,-1
u256,Q10,-1
u257,Q1,-1
u257,Q2,-1
u257,Q3,-1
u257,Q4,-1
u257,Q5,-1
u257,Q6,0
u257,Q7,-1
u257,Q8,1
u257,Q9,0
u257,Q10,0
u258,Q1,0
u258,Q2,1
u258,Q3,1
u258,Q4,1
u258,Q5,1
u258,Q6,0
u258,Q7,-1
u258,Q8,0
u258,Q9,-1
u258,Q10,-1
u259,Q1,-1
u259,Q2,1
u259,Q3,0
u259,Q4,1
u259,Q5,0
u259,Q6,-1
u259,Q7,0
u259,Q8,-1
u259,Q9,-1
u259,Q10,-1
u260,Q1,-1
u260,Q2,-1
u260,Q3,0
u260,Q4,1
u260,Q5,0
u260,Q6,1
u260,Q7,-1
u260,Q8,-1
u260,Q9,-1
u260,Q10,0
u261,Q1,1
u261,Q2,-1
u261,Q3,0
u261,Q4,1
u261,Q5,0
u261,Q6,0
u261,Q7,-1
u261,Q8,1
u261,Q9,0
u261,Q10,-1
u262,Q1,1
u262,Q2,0
u262,Q3,-1
u262,Q4,0
u262,Q5,0
u262,Q6,0
u262,Q7,0
u262,Q8,-1
u262,Q9,-1
u262,Q10,1
u263,Q1,-1
u263,Q2,0
u263,Q3,0
u263,Q4,1
u263,Q5,0
u263,Q6,-1
u263,Q7,0
u263,Q8,1
u263,Q9,-1
u263,Q10,-1
u264,Q1,-1
u264,Q2,1
u264,Q3,0
u264,Q4,-1
u264,Q5,0
u264,Q6,0
u264,Q7,0
u264,Q8,-1
u264,Q9,-1
u264,Q10,0
u265,Q1,1
u265,Q2,0
u265,Q3,1
u265,Q4,0
u265,Q5,0
u265,Q6,0
u265,Q7,0
u265,Q8,1
u265,Q9,1
u265,Q10,1
u266,Q1,0
u266,Q2,1
u266,Q3,-1
u266,Q4,0
u266,Q5,-1
u266,Q6,0
u266,Q7,-1
u266,Q8,-1
u266,Q9,-1
u266,Q10,1
u267,Q1,0
u267,Q2,0
u267,Q3,1
u267,Q4,-1
u267,Q5,-1
u267,Q6,0
u267,Q7,1
u267,Q8,-1
u267,Q9,1
u267,Q10,1
u268,Q1,0
u268,Q2,0
u268,Q3,-1
u268,Q4,0
u268,Q5,0
u268,Q6,1
u268,Q7,1
u268,Q8,1
u268,Q9,0
u268,Q10,0
u269,Q1,0
u269,Q2,-1
u269,Q3,1
u269,Q4,-1
u269,Q5,1
u269,Q6,1
u269,Q7,1
u269,Q8,0
u269,Q9,-1
u269,Q10,1
u270,Q1,0
u270,Q2,0
u270,Q3,1
u270,Q4,0
u270,Q5,-1
u270,Q6,1
u270,Q7,1
u270,Q8,1
u270,Q9,0
u270,Q10,-1
u271,Q1,-1
u271,Q2,-1
u271,Q3,1
u271,Q4,0
u271,Q5,-1
u271,Q6,-1
u271,Q7,1
u271,Q8,1
u271,Q9,1
u271,Q10,1
u272,Q1,0
u272,Q2,1
u272,Q3,0
u272,Q4,0
u272,Q5,-1
u272,Q6,-1
u272,Q7,0
u272,Q8,0
u272,Q9,0
u272,Q10,0
u273,Q1,0
u273,Q2,1
u273,Q3,1
u273,Q4,1
u273,Q5,0
u273,Q6,1
u273,Q7,1
u273,Q8,0
u273,Q9,0
u273,Q10,0
u274,Q1,0
u274,Q2,1
u274,Q3,1
u274,Q4,-1
u274,Q5,0
u274,Q6,-1
u274,Q7,0
u274,Q8,1
u274,Q9,-1
u274,Q10,1
u275,Q1,1
u275,Q2,-1
u275,Q3,1
u275,Q4,0
u275,Q5,0
u275,Q6,-1
u275,Q7,0
u275,Q8,1
u275,Q9,1
u275,Q10,1
u276,Q1,-1
u276,Q2,1
u276,Q3,1
u276,Q4,1
u276,Q5,0
u276,Q6,-1
u276,Q7,0
u276,Q8,0
u276,Q9,0
u276,Q10,0
u277,Q1,-1
u277,Q2,0
u277,Q3,0
u277,Q4,1
u277,Q5,0
u277,Q6,-1
u277,Q7,0
u277,Q8,0
u277,Q9,-1
u277,Q10,1
u278,Q1,-1
u278,Q2,-1
u278,Q3,-1
u278,Q4,0
u278,Q5,0
u278,Q6,-1
u278,Q7,-1
u278,Q8,-1
u278,Q9,-1
u278,Q10,1
u279,Q1,-1
u279,Q2,-1
u279,Q3,-1
u279,Q4,-1
u279,Q5,0
u279,Q6,0
u279,Q7,-1
u279,Q8,0
u279,Q9,1
u279,Q10,0
u280,Q1,0
u280,Q2,-1
u280,Q3,1
u280,Q4,1
u280,Q5,0
u280,Q6,0
u280,Q7,1
u280,Q8,1
u280,Q9,1
u280,Q10,1
u281,Q1,0
u281,Q2,0
u281,Q3,1
u281,Q4,-1
u281,Q5,1
u281,Q6,-1
u281,Q7,-1
u281,Q8,-1
u281,Q9,-1
u281,Q10,1
u282,Q1,-1
u282,Q2,0
u282,Q3,1
u282,Q4,0
u282,Q5,-1
u282,Q6,-1
u282,Q7,1
u282,Q8,0
u282,Q9,1
u282,Q10,0
u283,Q1,1
u283,Q2,0
u283,Q3,1
u283,Q4,0
u283,Q5,-1
u283,Q6,-1
u283,Q7,0
u283,Q8,-1
u283,Q9,1
u283,Q10,-1
u284,Q1,0
u284,Q2,-1
u284,Q3,0
u284,Q4,0
u284,Q5,-1
u284,Q6,0
u284,Q7,0
u284,Q8,-1
u284,Q9,1
u284,Q10,-1
u285,Q1,-1
u285,Q2,-1
u285,Q3,1
u285,Q4,0
u285,Q5,-1
u285,Q6,0
u285,Q7,0
u285,Q8,0
u285,Q9,0
u285,Q10,0
u286,Q1,1
u286,Q2,-1
u286,Q3,-1
u286,Q4,-1
u286,Q5,1
u286,Q6,1
u286,Q7,1
u286,Q8,-1
u286,Q9,-1
u286,Q10,-1
u287,Q1,0
u287,Q2,0
u287,Q3,1
u287,Q4,1
u287,Q5,-1
u287,Q6,0
u287,Q7,-1
u287,Q8,0
u287,Q9,1
u287,Q10,-1
u288,Q1,1
u288,Q2,0
u288,Q3,1
u288,Q4,1
u288,Q5,0
u288,Q6,-1
u288,Q7,1
u288,Q8,0
u288,Q9,1
u288,Q10,0
u289,Q1,0
u289,Q2,-1
u289,Q3,-1
u289,Q4,1
u289,Q5,-1
u289,Q6,-1
u289,Q7,0
u289,Q8,1
u289,Q9,-1
u289,Q10,-1
u290,Q1,0
u290,Q2,0
u290,Q3,1
u290,Q4,1
u290,Q5,-1
u290,Q6,1
u290,Q7,1
u290,Q8,0
u290,Q9,1
u290,Q10,-1
u291,Q1,0
u291,Q2,1
u291,Q3,-1
u291,Q4,0
u291,Q5,1
u291,Q6,-1
u291,Q7,0
u291,Q8,0
u291,Q9,0
u291,Q10,1
u292,Q1,-1
u292,Q2,-1
u292,Q3,1
u292,Q4,1
u292,Q5,0
u292,Q6,0
u292,Q7,1
u292,Q8,-1
u292,Q9,-1
u292,Q10,0
u293,Q1,-1
u293,Q2,-1
u293,Q3,-1
u293,Q4,-1
u293,Q5,0
u293,Q6,0
u293,Q7,1
u293,Q8,1
u293,Q9,1
u293,Q10,-1
u294,Q1,1
u294,Q2,0
u294,Q3,-1
u294,Q4,-1
u294,Q5,0
u294,Q6,0
u294,Q7,-1
u294,Q8,1
u294,Q9,1
u294,Q10,1
u295,Q1,1
u295,Q2,1
u295,Q3,-1
u295,Q4,-1
u295,Q5,-1
u295,Q6,-1
u295,Q7,0
u295,Q8,0
u295,Q9,1
u295,Q10,-1
u296,Q1,-1
u296,Q2,-1
u296,Q3,1
u296,Q4,0
u296,Q5,0
u296,Q6,1
u296,Q7,0
u296,Q8,0
u296,Q9,0
u296,Q10,1
u297,Q1,1
u297,Q2,0
u297,Q3,0
u297,Q4,-1
u297,Q5,1
u297,Q6,0
u297,Q7,1
u297,Q8,0
u297,Q9,-1
u297,Q10,0
u298,Q1,-1
u298,Q2,0
u298,Q3,1
u298,Q4,-1
u298,Q5,1
u298,Q6,1
u298,Q7,1
u298,Q8,1
u298,Q9,1
u298,Q10,1
u299,Q1,0
u299,Q2,-1
u299,Q3,1
u299,Q4,1
u299,Q5,1
u299,Q6,1
u299,Q7,1
u299,Q8,0
u299,Q9,0
u299,Q10,1
u300,Q1,0
u300,Q2,0
u300,Q3,1
u300,Q4,1
u300,Q5,-1
u300,Q6,0
u300,Q7,1
u300,Q8,1
u300,Q9,0
